City,State,State Code,Longitude,Latitude,City Population Density,City Population,State Population,Population Proportion-City in State,State GDP,State GDP Per Capita,NBA Team,NFL Team,NHL Team,MLB Team,MLS Team,Predicted Success Index
Davenport,Iowa,IA,-90.576,41.522,615.0,101724.0,3271616.0,3.1092891097243687,194658.1,59.49906712768247,0,0,0,0,0,7.053367107462112
Burbank,California,CA,-118.31,34.182,2395.0,107337.0,39538223.0,0.2714765405617748,3132800.6,79.23473444924421,0,0,0,0,0,7.04978232078878
Sugar Land,Texas,TX,-95.621,29.595,1058.0,111026.0,29145505.0,0.3809369575171197,1843802.7,63.26199185774959,0,0,0,0,0,7.040747869858622
Montgomery,Alabama,AL,-86.301,32.378,485.0,200603.0,5024279.0,3.992672381450155,228142.6,45.40802769909872,0,0,0,0,0,7.039275890983253
Westminster,Colorado,CO,-105.034,39.835,1421.0,116317.0,5773714.0,2.0145958043644003,392986.0,68.06468072370748,0,0,0,0,0,7.034470353329912
Mobile,Alabama,AL,-88.046,30.691,518.0,187041.0,5024279.0,3.7227431040354246,228142.6,45.40802769909872,0,0,0,0,0,7.034153967356691
Pearland,Texas,TX,-95.286,29.564,998.0,125828.0,29145505.0,0.4317235196302139,1843802.7,63.26199185774959,0,0,0,0,0,7.029997998916626
Centennial,Colorado,CO,-104.885,39.586,1410.0,108418.0,5773714.0,1.877786118259408,392986.0,68.06468072370748,0,0,0,0,0,7.029432520289838
Salinas,California,CA,-121.655,36.678,2687.0,163542.0,39538223.0,0.4136301219202491,3132800.6,79.23473444924421,0,0,0,0,0,7.025250203246981
Cape Coral,Florida,FL,-81.95,26.563,710.0,194016.0,21538187.0,0.9008000534121092,1106500.1,51.37387376198377,0,0,0,0,0,7.020800723031387
Boulder,Colorado,CO,-105.278,40.018,1589.0,108250.0,5773714.0,1.874876379398079,392986.0,68.06468072370748,0,0,0,0,0,7.020367471659311
Long Beach,California,CA,-118.192,33.768,3554.0,466742.0,39538223.0,1.180482997427578,3132800.6,79.23473444924421,0,0,0,0,1,7.01952381850033
Fort Lauderdale,Florida,FL,-80.143,26.119,2039.0,182760.0,21538187.0,0.8485393872752613,1106500.1,51.37387376198377,0,0,0,0,0,7.017467499463813
Huntsville,Alabama,AL,-86.586,34.73,381.0,215006.0,5024279.0,4.279340378987712,228142.6,45.40802769909872,0,0,0,0,0,7.015700825114294
Overland Park,Kansas,KS,-94.668,38.986,1013.0,197238.0,2937880.0,6.713616621509387,176493.1,60.07498604435852,0,0,0,0,0,7.010567555877165
Fullerton,California,CA,-117.924,33.87,2475.0,143617.0,39538223.0,0.3632358490162797,3132800.6,79.23473444924421,0,0,0,0,0,7.008404439467859
Glendale,California,CA,-118.258,34.143,2488.0,196543.0,39538223.0,0.4970961896795413,3132800.6,79.23473444924421,0,0,0,0,0,7.006248018662254
Tyler,Texas,TX,-95.301,32.351,712.0,105995.0,29145505.0,0.3636752905808288,1843802.7,63.26199185774959,0,0,0,0,0,7.005887496972594
Palm Bay,Florida,FL,-80.622,28.035,535.0,119760.0,21538187.0,0.5560356588973807,1106500.1,51.37387376198377,0,0,0,0,0,7.005277038217191
Lakeland,Florida,FL,-81.956,28.045,657.0,112641.0,21538187.0,0.5229827375906803,1106500.1,51.37387376198377,0,0,0,0,0,7.002082516377877
Pembroke Pines,Florida,FL,-80.223,26.002,2021.0,171178.0,21538187.0,0.794765130416966,1106500.1,51.37387376198377,0,0,0,0,0,7.001686385954845
West Valley City,Utah,UT,-111.996,40.697,1512.0,140230.0,3205958.0,4.37404357761393,192519.2,60.05044358035882,0,0,0,0,0,7.000507558201836
Hollywood,Florida,FL,-80.149,26.011,2165.0,153067.0,21538187.0,0.7106772728828105,1106500.1,51.37387376198377,0,0,0,0,0,7.000253344071975
Boston,Massachusetts,MA,-71.057,42.359,5401.0,675647.0,7029917.0,9.611023857038424,596593.1,84.86488531799166,1,0,1,1,0,6.995565889841621
Austin,Texas,TX,-97.743,30.268,1161.0,961855.0,29145505.0,3.300182995628314,1843802.7,63.26199185774959,0,0,0,0,0,6.995134758449804
Grand Prairie,Texas,TX,-97.004,32.745,1043.0,196100.0,29145505.0,0.6728310248870281,1843802.7,63.26199185774959,0,0,0,0,0,6.993883449359098
Topeka,Kansas,KS,-95.677,39.05,796.0,126587.0,2937880.0,4.30878728879328,176493.1,60.07498604435852,0,0,0,0,0,6.991829901670244
Provo,Utah,UT,-111.659,40.234,1066.0,115162.0,3205958.0,3.592124413357879,192519.2,60.05044358035882,0,0,0,0,0,6.986978516823784
Oxnard,California,CA,-119.177,34.198,2944.0,202063.0,39538223.0,0.5110573634024979,3132800.6,79.23473444924421,0,0,0,0,0,6.98653869339637
Berkeley,California,CA,-122.268,37.871,4615.0,124321.0,39538223.0,0.3144324417412487,3132800.6,79.23473444924421,0,0,0,0,0,6.985237147476475
Olathe,Kansas,KS,-94.82,38.882,881.0,141290.0,2937880.0,4.809250207632715,176493.1,60.07498604435852,0,0,0,0,0,6.982318803164363
Sunnyvale,California,CA,-122.037,37.369,2720.0,155805.0,39538223.0,0.3940617159248659,3132800.6,79.23473444924421,0,0,0,0,0,6.9795744984478265
Port St. Lucie,Florida,FL,-80.355,27.276,664.0,204851.0,21538187.0,0.9511060517767814,1106500.1,51.37387376198377,0,0,0,0,0,6.978287726464583
Coral Springs,Florida,FL,-80.266,26.273,2266.0,134394.0,21538187.0,0.6239800963748713,1106500.1,51.37387376198377,0,0,0,0,0,6.978207782086563
Santa Clara,California,CA,-121.954,37.354,2693.0,127647.0,39538223.0,0.3228445547489577,3132800.6,79.23473444924421,0,1,0,0,0,6.97718712053407
San Francisco,California,CA,-122.414,37.78,7195.0,873965.0,39538223.0,2.210430650866631,3132800.6,79.23473444924421,0,0,0,1,0,6.973020699000446
Los Angeles,California,CA,-118.243,34.052,3206.0,3898747.0,39538223.0,9.86070365377827,3132800.6,79.23473444924421,2,0,1,1,1,6.972554085539855
Oakland,California,CA,-122.271,37.804,3044.0,440646.0,39538223.0,1.1144810428126726,3132800.6,79.23473444924421,1,1,0,1,0,6.972434120532797
New York,New York,NY,-74.007,40.714,11312.0,8804190.0,20201249.0,43.582404236490525,1772260.7,87.7302537085702,2,0,2,2,1,6.971719718166488
San Antonio,Texas,TX,-98.49,29.423,1110.0,1434625.0,29145505.0,4.922285614882981,1843802.7,63.26199185774959,1,0,0,0,0,6.97124775623373
Pittsburgh,Pennsylvania,PA,-80.003,40.441,2112.0,302971.0,13002700.0,2.3300622178470625,808737.5,62.197658947757006,0,1,1,1,0,6.970478961188798
Green Bay,Wisconsin,WI,-88.008,44.516,910.0,107395.0,5893718.0,1.822194411066156,349416.5,59.28626038775524,0,1,0,0,0,6.969665803502373
St. Louis,Missouri,MO,-90.191,38.626,1887.0,301578.0,6154913.0,4.899793059625701,328400.6,53.35584759687098,0,0,1,1,0,6.969664730004222
Torrance,California,CA,-118.34,33.836,2770.0,147067.0,39538223.0,0.3719615825931276,3132800.6,79.23473444924421,0,0,0,0,0,6.969032388464385
Detroit,Michigan,MI,-83.047,42.332,1779.0,639111.0,10077331.0,6.342066168115347,536888.3,53.276834907973154,1,1,1,1,0,6.968637428774439
Chicago,Illinois,IL,-87.628,41.882,4657.0,2746388.0,12801989.0,21.45282268247536,885583.0,69.17542266283779,1,1,1,2,1,6.966977690292158
Saint Paul,Minnesota,MN,-93.094,44.946,2313.0,311527.0,5706494.0,5.459166346271458,383777.0,67.25267738825275,0,0,0,0,0,6.966342749944503
Quincy,Massachusetts,MA,-71.004,42.252,2364.0,101636.0,7029917.0,1.4457638689048533,596593.1,84.86488531799166,0,1,0,0,1,6.9662268353995005
Washington,District of Columbia,DC,-77.036,38.895,4358.0,689545.0,689545.0,100.0,143389.3,207.9477046458172,1,1,1,1,1,6.965437431273449
Kansas City,Missouri,MO,-94.583,39.104,624.0,508090.0,6154913.0,8.25503138712115,328400.6,53.35584759687098,0,1,0,1,1,6.96478309866939
West Palm Beach,Florida,FL,-80.052,26.713,842.0,117415.0,21538187.0,0.5451480201188708,1106500.1,51.37387376198377,0,0,0,0,0,6.964546913323867
Lafayette[aa],Louisiana,LA,-92.02,30.223,840.0,121374.0,4657757.0,2.605846548027301,256918.5,55.15927516184292,0,0,0,0,0,6.96440877733127
Dallas,Texas,TX,-96.797,32.781,1483.0,1304379.0,29145505.0,4.475403668593151,1843802.7,63.26199185774959,1,1,1,0,0,6.963750003793477
Houston,Texas,TX,-95.363,29.76,1390.0,2304580.0,29145505.0,7.907154122050724,1843802.7,63.26199185774959,1,1,0,1,1,6.962938300657838
San Jose,California,CA,-121.891,37.336,2194.0,1013240.0,39538223.0,2.5626847215667734,3132800.6,79.23473444924421,0,0,1,0,1,6.962865725392078
Portland,Oregon,OR,-122.679,45.519,1887.0,652503.0,4237256.0,15.399187587438664,253623.2,59.85552914433303,1,0,0,0,1,6.961570331045905
Newark,New Jersey,NJ,-74.172,40.736,4991.0,311549.0,9288994.0,3.35395845879543,634783.6,68.33717407934594,0,2,1,0,1,6.9613233245410955
Birmingham,Alabama,AL,-86.806,33.514,527.0,200733.0,5024279.0,3.995259817378772,228142.6,45.40802769909872,0,0,0,0,0,6.960967569130572
West Jordan,Utah,UT,-111.939,40.61,1398.0,116961.0,3205958.0,3.648238685597253,192519.2,60.05044358035882,0,0,0,0,1,6.959516081641636
Atlanta,Georgia,GA,-84.39,33.749,1423.0,498715.0,10711908.0,4.655706527725966,625713.6,58.41289899054398,1,1,0,1,1,6.959392767766924
Miramar,Florida,FL,-80.238,25.987,1800.0,134721.0,21538187.0,0.6254983300126422,1106500.1,51.37387376198377,0,0,0,0,0,6.959307581899516
Columbus,Ohio,OH,-83.001,39.962,1590.0,905748.0,11799448.0,7.676189598021874,695361.6,58.93170595777023,0,0,1,0,1,6.9588607788773125
Gilbert,Arizona,AZ,-111.79,33.354,1508.0,267918.0,7151502.0,3.746317906364285,370119.1,51.75403712394962,0,0,0,0,0,6.958690018500371
Lewisville,Texas,TX,-96.994,33.046,1167.0,111822.0,29145505.0,0.3836680819220666,1843802.7,63.26199185774959,0,0,0,0,0,6.958615466988896
Baltimore,Maryland,MD,-76.615,39.289,2800.0,585708.0,6177224.0,9.481734837525725,426747.4,69.08400925723271,0,1,0,1,0,6.95852774459497
Tampa,Florida,FL,-82.458,27.949,1304.0,384959.0,21538187.0,1.787332424962231,1106500.1,51.37387376198377,0,1,1,1,0,6.956995161396387
Seattle,Washington,WA,-122.338,47.607,3396.0,737015.0,7705281.0,9.565063233904125,612996.5,79.55537247765527,0,1,1,1,1,6.956975923875989
Miami Gardens,Florida,FL,-80.245,25.941,2368.0,111640.0,21538187.0,0.5183351783508984,1106500.1,51.37387376198377,0,1,0,0,0,6.956810872057261
Philadelphia,Pennsylvania,PA,-75.164,39.952,4607.0,1603797.0,13002700.0,12.334338252824413,808737.5,62.197658947757006,1,1,1,1,1,6.956156626237197
Costa Mesa,California,CA,-117.919,33.641,2735.0,111918.0,39538223.0,0.283062797232946,3132800.6,79.23473444924421,0,0,0,0,0,6.95512920951972
Miami,Florida,FL,-80.192,25.774,4743.0,442241.0,21538187.0,2.0532879578025764,1106500.1,51.37387376198377,1,0,0,1,0,6.955086851299772
Pomona,California,CA,-117.752,34.059,2547.0,151713.0,39538223.0,0.3837122371432828,3132800.6,79.23473444924421,0,0,0,0,0,6.954863765747586
Raleigh,North Carolina,NC,-78.639,35.78,1227.0,467665.0,10439388.0,4.479812418122595,591600.9,56.6700749124374,0,0,1,0,0,6.953622694983794
Denver,Colorado,CO,-104.987,39.739,1805.0,715522.0,5773714.0,12.392751009142469,392986.0,68.06468072370748,1,1,1,1,1,6.951422090012658
New Orleans,Louisiana,LA,-90.063,29.957,875.0,383997.0,4657757.0,8.244247177343086,256918.5,55.15927516184292,1,1,0,0,0,6.950699823828702
Milwaukee,Wisconsin,WI,-87.905,43.042,2300.0,577222.0,5893718.0,9.793851690902075,349416.5,59.28626038775524,1,0,0,1,0,6.950544472176049
Las Vegas,Nevada,NV,-115.144,36.171,1748.0,641903.0,3104614.0,20.675774830623062,178199.4,57.39824660972346,0,0,1,0,0,6.95012526167775
Tallahassee,Florida,FL,-84.282,30.438,751.0,196169.0,21538187.0,0.9107962522565152,1106500.1,51.37387376198377,0,0,0,0,0,6.94951099002238
Cleveland,Ohio,OH,-81.694,41.5,1852.0,372624.0,11799448.0,3.157978237626032,695361.6,58.93170595777023,1,1,0,1,0,6.949502868924515
Pompano Beach,Florida,FL,-80.126,26.232,1803.0,112046.0,21538187.0,0.5202202023782225,1106500.1,51.37387376198377,0,0,0,0,0,6.949450876502571
Inglewood,California,CA,-118.352,33.962,4572.0,107762.0,39538223.0,0.272551449770517,3132800.6,79.23473444924421,0,2,0,0,0,6.949228135581269
Cincinnati,Ohio,OH,-84.514,39.105,1535.0,309317.0,11799448.0,2.621453139163798,695361.6,58.93170595777023,0,1,0,1,1,6.949131988673351
Sacramento,California,CA,-121.496,38.577,2056.0,524943.0,39538223.0,1.327684858269933,3132800.6,79.23473444924421,1,0,0,0,0,6.949079925087313
Anaheim,California,CA,-117.913,33.833,2662.0,346824.0,39538223.0,0.8771866150888976,3132800.6,79.23473444924421,0,0,1,1,0,6.948899848556801
Indianapolis,Indiana,IN,-86.158,39.769,948.0,887642.0,6785528.0,13.081399118830548,379684.1,55.95498242730705,1,1,0,0,0,6.948820875427639
Frisco,Texas,TX,-96.825,33.151,1129.0,200509.0,29145505.0,0.6879585719993528,1843802.7,63.26199185774959,0,0,0,0,1,6.947943174473207
San Diego,California,CA,-117.165,32.716,1643.0,1386932.0,39538223.0,3.507825832233279,3132800.6,79.23473444924421,0,0,0,1,0,6.947849219453744
Arlington,Texas,TX,-97.107,32.737,1587.0,394266.0,29145505.0,1.352750621408001,1843802.7,63.26199185774959,0,0,0,1,0,6.947754192230162
Phoenix,Arizona,AZ,-112.074,33.448,1199.0,1608139.0,7151502.0,22.4867307594964,370119.1,51.75403712394962,1,0,0,1,0,6.947516829005284
Jacksonville,Florida,FL,-81.657,30.328,491.0,949611.0,21538187.0,4.408964412835677,1106500.1,51.37387376198377,0,1,0,0,0,6.947254046160557
Minneapolis,Minnesota,MN,-93.272,44.977,3074.0,429954.0,5706494.0,7.534468624693201,383777.0,67.25267738825275,1,1,1,1,1,6.947075942732449
West Covina,California,CA,-117.938,34.069,2642.0,109501.0,39538223.0,0.276949725332876,3132800.6,79.23473444924421,0,0,0,0,0,6.946579499291758
Buffalo,New York,NY,-78.878,42.886,2660.0,278349.0,20201249.0,1.3778801498857818,1772260.7,87.7302537085702,0,1,1,0,0,6.945930511690872
Glendale,Arizona,AZ,-112.186,33.539,1556.0,248325.0,7151502.0,3.472347487283091,370119.1,51.75403712394962,0,1,0,0,0,6.945856138398007
Nashville,Tennessee,TN,-86.783,36.164,559.0,689447.0,6910840.0,9.97631257560586,376582.4,54.49155240173409,0,1,1,0,0,6.945762441328602
Charlotte,North Carolina,NC,-80.843,35.227,1095.0,874579.0,10439388.0,8.377684592238548,591600.9,56.6700749124374,1,1,0,0,0,6.945704552578745
Oklahoma City,Oklahoma,OK,-97.516,35.468,434.0,681054.0,3959353.0,17.20114372221926,202036.1,51.02755424939378,1,0,0,0,0,6.945492993267478
Salt Lake City,Utah,UT,-111.891,40.769,699.0,199723.0,3205958.0,6.229744744004756,192519.2,60.05044358035882,1,0,0,0,0,6.945193979896476
Memphis,Tennessee,TN,-90.052,35.146,823.0,633104.0,6910840.0,9.16102818181292,376582.4,54.49155240173409,1,0,0,0,0,6.944880996519482
Rochester,Minnesota,MN,-92.463,44.023,844.0,121395.0,5706494.0,2.127313197911012,383777.0,67.25267738825275,0,0,0,0,0,6.944849282955007
Davie,Florida,FL,-80.232,26.073,1169.0,105691.0,21538187.0,0.4907144691426441,1106500.1,51.37387376198377,0,0,1,0,0,6.943917252427556
Tempe,Arizona,AZ,-111.909,33.415,1747.0,180587.0,7151502.0,2.525161847119668,370119.1,51.75403712394962,0,0,1,0,0,6.943231993852544
Orlando,Florida,FL,-81.378,28.543,1074.0,307573.0,21538187.0,1.4280357023550774,1106500.1,51.37387376198377,1,0,0,0,1,6.942965163798771
Chandler,Arizona,AZ,-111.841,33.306,1632.0,275987.0,7151502.0,3.859147351143857,370119.1,51.75403712394962,0,0,0,0,0,6.942688448361752
Huntington Beach,California,CA,-118.0,33.659,2840.0,198711.0,39538223.0,0.5025794912431952,3132800.6,79.23473444924421,0,0,0,0,0,6.9417919992245185
San Mateo,California,CA,-122.324,37.564,3371.0,105661.0,39538223.0,0.2672376044821235,3132800.6,79.23473444924421,0,0,0,0,0,6.9378651401103
Mesquite,Texas,TX,-96.599,32.767,1195.0,150108.0,29145505.0,0.5150296761027129,1843802.7,63.26199185774959,0,0,0,0,0,6.937268948472638
South Bend,Indiana,IN,-86.252,41.676,951.0,103453.0,6785528.0,1.524612380937784,379684.1,55.95498242730705,0,0,0,0,0,6.9359005223299945
Gainesville,Florida,FL,-82.325,29.652,862.0,141085.0,21538187.0,0.6550458494951317,1106500.1,51.37387376198377,0,0,0,0,0,6.935800610759852
McKinney,Texas,TX,-96.616,33.197,1125.0,195308.0,29145505.0,0.6701136247253221,1843802.7,63.26199185774959,0,0,0,0,0,6.93484655922107
Toledo,Ohio,OH,-83.542,41.651,1299.0,270871.0,11799448.0,2.2956243376808816,695361.6,58.93170595777023,0,0,0,0,0,6.931545674515437
Pasadena,Texas,TX,-95.209,29.691,1342.0,151950.0,29145505.0,0.5213496901151653,1843802.7,63.26199185774959,0,0,0,0,0,6.929774061585904
El Monte,California,CA,-118.032,34.073,4402.0,109450.0,39538223.0,0.2768207362278269,3132800.6,79.23473444924421,0,0,0,0,0,6.9293711250495225
Fort Worth,Texas,TX,-97.331,32.754,1022.0,918915.0,29145505.0,3.152853244436835,1843802.7,63.26199185774959,0,0,0,0,0,6.928394532570597
Irving,Texas,TX,-96.946,32.814,1479.0,256684.0,29145505.0,0.8806984130142881,1843802.7,63.26199185774959,0,0,0,0,0,6.927591196176347
Carrollton,Texas,TX,-96.89,32.954,1404.0,133434.0,29145505.0,0.4578201681528592,1843802.7,63.26199185774959,0,0,0,0,0,6.92000728939588
Lansing,Michigan,MI,-84.552,42.734,1112.0,112644.0,10077331.0,1.1177959719691652,536888.3,53.276834907973154,0,0,0,0,0,6.918574960659624
St. Petersburg,Florida,FL,-82.637,27.771,1610.0,258308.0,21538187.0,1.1993024296798982,1106500.1,51.37387376198377,0,0,0,0,0,6.918537180343115
Shreveport,Louisiana,LA,-93.748,32.514,670.0,187593.0,4657757.0,4.027539435827159,256918.5,55.15927516184292,0,0,0,0,0,6.9181956722105316
Garden Grove,California,CA,-117.941,33.775,3688.0,171949.0,39538223.0,0.4348930906682376,3132800.6,79.23473444924421,0,0,0,0,0,6.915087989414623
Garland,Texas,TX,-96.639,32.913,1664.0,246018.0,29145505.0,0.8441027184123246,1843802.7,63.26199185774959,0,0,0,0,0,6.914210041536824
Plano,Texas,TX,-96.698,33.02,1537.0,285494.0,29145505.0,0.9795472749571504,1843802.7,63.26199185774959,0,0,0,0,0,6.913840850614557
El Cajon,California,CA,-116.962,32.795,2828.0,106215.0,39538223.0,0.2686387802506956,3132800.6,79.23473444924421,0,0,0,0,0,6.913573892783644
Norwalk,California,CA,-118.083,33.902,4091.0,102773.0,39538223.0,0.2599332802589534,3132800.6,79.23473444924421,0,0,0,0,0,6.9128825400073275
Sterling Heights,Michigan,MI,-83.03,42.58,1425.0,134346.0,10077331.0,1.333150612994651,536888.3,53.276834907973154,0,0,0,0,0,6.912193016864901
Colorado Springs,Colorado,CO,-104.822,38.832,946.0,478961.0,5773714.0,8.2955442545301,392986.0,68.06468072370748,0,0,0,0,0,6.910892756227689
Clinton,Michigan,MI,-82.936,42.591,1381.0,100513.0,10077331.0,0.99741687555961,536888.3,53.276834907973154,0,0,0,0,0,6.907400938212794
Norman,Oklahoma,OK,-97.443,35.221,276.0,128026.0,3959353.0,3.233508100944776,202036.1,51.02755424939378,0,0,0,0,0,6.906453426383404
Akron,Ohio,OH,-81.517,41.085,1188.0,190469.0,11799448.0,1.61421958044139,695361.6,58.93170595777023,0,0,0,0,0,6.902235558272364
Knoxville,Tennessee,TN,-83.918,35.962,746.0,190740.0,6910840.0,2.7600118075371447,376582.4,54.49155240173409,0,0,0,0,0,6.902235429381216
Baton Rouge,Louisiana,LA,-91.184,30.443,1018.0,227470.0,4657757.0,4.883681136650109,256918.5,55.15927516184292,0,0,0,0,0,6.901584624894972
Richardson,Texas,TX,-96.732,32.949,1613.0,119469.0,29145505.0,0.4099054039379314,1843802.7,63.26199185774959,0,0,0,0,0,6.900443478801225
Daly City,California,CA,-122.462,37.706,5329.0,104901.0,39538223.0,0.2653154138970788,3132800.6,79.23473444924421,0,0,0,0,0,6.89664436869299
Clarksville,Tennessee,TN,-87.361,36.528,647.0,166722.0,6910840.0,2.412470842907664,376582.4,54.49155240173409,0,0,0,0,0,6.896518641039559
Allen,Texas,TX,-96.67,33.103,1530.0,104627.0,29145505.0,0.3589815993924277,1843802.7,63.26199185774959,0,0,0,0,0,6.894615062004533
Downey,California,CA,-118.133,33.94,3561.0,114355.0,39538223.0,0.2892264530957802,3132800.6,79.23473444924421,0,0,0,0,0,6.889548496040648
Cary,North Carolina,NC,-78.783,35.787,1139.0,174721.0,10439388.0,1.6736709086777883,591600.9,56.6700749124374,0,0,0,0,0,6.887554603009845
Norfolk,Virginia,VA,-76.292,36.848,1724.0,238005.0,8631393.0,2.7574344025350253,556905.2,64.52089483122828,0,0,0,0,0,6.88409823118027
Chattanooga,Tennessee,TN,-85.31,35.05,491.0,181099.0,6910840.0,2.6205063349751985,376582.4,54.49155240173409,0,0,0,0,0,6.882318231510473
Cambridge,Massachusetts,MA,-71.117,42.376,7100.0,118403.0,7029917.0,1.684273086012253,596593.1,84.86488531799166,0,0,0,0,0,6.880337849650672
Las Cruces,New Mexico,NM,-106.779,32.31,559.0,111385.0,2117522.0,5.260157863767177,105143.4,49.65398234351285,0,0,0,0,0,6.880233676396298
Warren,Michigan,MI,-83.028,42.492,1564.0,139387.0,10077331.0,1.3831737788507692,536888.3,53.276834907973154,0,0,0,0,0,6.874221372894029
Sparks,Nevada,NV,-119.753,39.535,1150.0,108445.0,3104614.0,3.4930268303885765,178199.4,57.39824660972346,0,0,0,0,0,6.870057389333719
Murfreesboro,Tennessee,TN,-86.392,35.846,938.0,152769.0,6910840.0,2.210570639748569,376582.4,54.49155240173409,0,0,0,0,0,6.864089827152093
Evansville,Indiana,IN,-87.574,37.97,956.0,117298.0,6785528.0,1.7286495612426918,379684.1,55.95498242730705,0,0,0,0,0,6.857835550890679
Hartford,Connecticut,CT,-72.689,41.761,2686.0,121054.0,3605944.0,3.3570682184748293,287822.2,79.81882136827416,0,0,0,0,0,6.856612290188114
Durham,North Carolina,NC,-78.901,35.995,970.0,283506.0,10439388.0,2.7157339108384515,591600.9,56.6700749124374,0,0,0,0,0,6.8504672677444205
Tulsa,Oklahoma,OK,-95.991,36.153,807.0,413066.0,3959353.0,10.432664124668854,202036.1,51.02755424939378,0,0,0,0,0,6.843139468326146
Clearwater,Florida,FL,-82.8,27.966,1735.0,117292.0,21538187.0,0.5445769414110854,1106500.1,51.37387376198377,0,0,0,0,0,6.841128547591659
Dayton,Ohio,OH,-84.191,39.758,953.0,137644.0,11799448.0,1.166529146109208,695361.6,58.93170595777023,0,0,0,0,0,6.838966193616226
